Date,Цена на арматуру_x_stationary,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС_stationary","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т_stationary","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС_stationary","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС_stationary","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС_stationary","ЖРС_Китай Iron ore fines Fe 62%, CFR_stationary","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС_stationary","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т_stationary","Лом_HMS 1/2 80:20, FOB США Восток, $/т_stationary","Лом_3А, FOB РФ Черное море, $/т_stationary","Чугун_FOB Бразилия Север, $/т_stationary","Лом_HMS 1/2 80:20, CFR ЮВА, $/т_stationary","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС_stationary","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС_stationary","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т_stationary","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС_stationary","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС_stationary","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС_stationary","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС_stationary","Чугун_FOB Россия Черное море, $/т_stationary","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС_stationary","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС_stationary","Чугун_Россия, FCA руб./т, без НДС_stationary","Концентрат коксующегося угля_HCC Австралия, $/t FOB_stationary","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС_stationary","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС_stationary","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС_stationary","Лом_HMS 1/2 80:20, CFR Турция, $/т_stationary","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС_stationary","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС_stationary","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС_stationary","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС_stationary","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС_stationary","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС_stationary"
2015-05-25,-0.0125787822068588,0.0,-0.0075757938084572,-0.0223533506036446,-0.0957392562704662,-0.0133855337675132,-0.0495969411393719,0.0,-0.0155041865359653,-0.0076045993852194,-0.0198026272961797,0.0075757938084572,0.0,0.0,-0.026779475601268,-1.0,0.0,0.0,-0.0102806645464781,0.0,0.0073801072976227,0.0,0.0,0.0,-0.0122700925918142,0.0,-0.0149128086304823,0.0,-0.0175135824927084,0.0,0.0,-0.2634904908394579,0.0,0.0,0.0
2015-06-01,-0.0084746269909725,0.0,-0.0038095284166681,0.0032808102202341,-0.0163480102301019,0.0017435107090015,0.0495969411393719,0.0,0.0231670592815351,-0.0153849188394792,-0.0202027073175186,0.0,0.0,0.0,-0.0323301583699429,1.5,0.0,0.0,0.0009683146703132,0.0,-0.0073801072976227,0.0,0.0,0.0,0.0122700925918142,0.0,-0.0168022211447418,0.0,-0.0106572944739884,0.0,0.0,0.0,-0.2127055169028793,0.1072616569148507,-0.0444517625708336
2015-06-08,0.0126851595273151,-0.0192313619278863,-0.0038240964384028,0.0398885565211362,-0.004810215277244,-0.0063103942233233,0.0317486983145798,-0.0392207131532806,0.0151518050206016,0.0,-0.0247946586132163,0.0,0.0,-0.0346855579878901,0.0147120176494084,1.0,-0.0266682470821617,-0.0518250678645859,0.0020411458985449,0.0,0.0073801072976227,0.0,0.1082135846402332,0.0194180858571009,0.0121213605323449,0.0597192347016219,-0.0051060597975212,-0.0273989741881131,-0.0035778213478838,-0.0178228624362155,0.0,0.0,0.0,0.0,0.0
2015-06-15,0.0248975516217271,0.0,0.0,-0.001622679685985,-0.0983966992147564,-0.0041965610800289,0.0155041865359653,0.0,0.0369045569354513,0.0,0.0124741742251757,0.0,0.018692133012153,0.0,-0.0023802788228977,2.5,0.0,0.0,0.0001073134089129,0.0,-0.0036832454162967,0.0,0.0,0.0,0.0238106486937184,0.0,-0.0001969085366226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-22,0.0242926925690447,0.0,-0.0154443224274736,0.0019087617934996,0.01947146616512,0.0006843623476768,-0.0472528848505451,0.0,-0.0444517625708345,-0.0116960397631915,-0.0124741742251757,0.0,0.0,0.0,0.0062220914577721,-3.0,0.0,0.0,0.0016083207241059,0.0,-0.0111318403688445,0.0,0.0,0.0,0.023256862164267,0.0,-0.0033533910505454,0.0,-0.0217399866364056,0.0,0.0,0.0,0.0,0.0,0.0
2015-06-29,0.0119285708652743,0.0,-0.0810159437600885,-0.0005722460814236,-0.0017029010188842,0.0012697174143205,-0.0162605208717803,0.0,-0.0229895182246986,-0.0774317401328152,-0.042741548377271,0.0,0.0,0.0,-0.0055414334621239,-1.5,0.0,0.0,0.0104445157074462,0.0,-0.0074906717291574,0.0,0.0,0.0,0.0114286958236231,0.0,-0.0022748637474663,0.0,-0.0259754864032606,0.0,0.0,0.0605792672571601,0.1165281728991693,0.0085106896679079,0.0
2015-07-06,0.0078740564309054,-0.2158883804330376,-0.0564140892800919,0.0116660876366712,0.000454390556495,0.0166493053114482,-0.0504308536268922,-0.2231435513142106,-0.0156253179030807,-0.0477314028211903,-0.0265502320941211,0.0,-0.0849932128333925,-0.2529965144638915,0.0066685751504369,-1.0,-0.1986706947954832,-0.0379449315641231,0.01755076314633,-0.064538521137571,-0.0266682470821617,-0.0576291128366364,0.085942429800724,0.0,-0.0114286958236231,0.0916804117537468,0.0015830615752889,-0.204794412646013,-0.0540672212702757,-0.1635651201215235,-0.088192712035461,0.0,0.0,0.0,0.0
2015-07-13,0.0,0.0,-0.0225743220385385,0.0173868653649513,0.011517742501562,0.0251209949152677,-0.1686227124357926,0.0,-0.099254958095341,-0.0548082364949946,-0.0505854967881065,0.0,0.0,0.0,0.0096413302890425,-6.0,0.0,0.0,0.0352098596165362,0.0,-0.0155645165411115,0.0,0.0,0.0,0.0,0.0,-0.0042601738776628,0.0,-0.0487901641694321,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-20,-0.0039292781398891,0.0,-0.0857668217574252,0.007018220699118,-0.0183553759791674,0.0183661595102186,0.0202027073175194,0.0,0.0086580627431143,-0.0579872576503497,-0.0887281156086841,0.0,-0.0710110356431892,0.0,0.0033415045571523,0.5,0.0,0.0,0.019717826631922,0.0,-0.0400053346136983,0.0,0.0,0.0,-0.0350913198112703,0.0,-0.0057751828342915,0.0,-0.064538521137571,0.0,0.0,0.0,0.0,0.0,0.0
2015-07-27,-0.0079051795071141,0.0,0.0,0.0118008962222848,-0.0113853222251254,0.0002756972861277,0.0392207131532815,0.0,0.0170944333593006,0.0,0.0453478199784589,0.0,-0.0263173083173731,0.0,-0.0060227708266626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0487901641694321,0.0,-9.986518208826568e-05,0.0,0.0088496152769828,0.0,0.0,0.0874950529361804,0.0740362181264968,-0.0765882292831712,-0.046520015634893
2015-08-03,-0.0079681696491764,0.0,0.0342331716422421,0.0065264916216793,0.0285049512627875,-0.0041434615700026,0.0377403279828469,0.0,0.0414997309067528,0.0197050710793327,0.0243321006595307,0.0,-0.0316053394153312,0.0,-0.0122687114898454,2.5,0.0,0.0,0.0001971997639991,0.0,-0.0206192872027362,0.0,-0.1119179162039847,0.0,-0.0125787822068597,-0.0953101798043256,-0.0039025416017341,0.0,0.0260884360842972,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-10,-0.0120725812342694,0.0,0.0330999484263445,-0.0008134858314559,0.0105111109753028,0.0001845188675773,0.0363676441708751,0.0,0.0320027310861732,0.0288481543376581,0.0,-0.0384662808277962,0.0,0.0,-0.0068182082317775,1.0,0.0,-0.0280130362276729,-0.0055363463211595,-0.0689928714869516,0.0206192872027362,-0.0214140945038163,0.0,0.0,0.0493927553295767,0.0,-0.0040184904387725,0.0,0.029600469776291,-0.026391962191214,-0.0659579677917978,0.0,0.0,0.0,0.0
2015-08-17,-0.0122201113347752,0.0,-0.0187798946515957,0.0017165835176893,0.0018892043180755,-0.0015694966984902,0.0,0.0,0.0,0.0187798946515957,0.0190481949706944,0.0,0.0091324835632731,0.0,-0.0017118406462763,0.0,0.0,0.0,0.0018818407970186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026138549113472,0.0,0.012422519998557,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-24,-0.0123712918025464,0.0,-0.0337381396318505,-0.0061572088763242,-0.0161167450453447,0.0027680401508689,0.0,0.0,0.0,-0.0235304974101939,0.0,-0.0198026272961797,0.0,0.0,0.0045584124517059,0.0,0.0,0.0,0.0030627895305457,0.0,-0.0206192872027362,0.0,0.0,0.0,-0.0243914531241591,0.0,-0.0007030583325793,0.0,-0.0292296383149377,0.0,0.0,0.0,0.0,0.0,0.0
2015-08-31,0.0,0.0,0.0337381396318505,0.0030833433333192,0.0248494595809507,-0.001106296784723,-0.0363676441708751,0.0,-0.0158733491562896,0.0235304974101939,-0.0238674814066435,-0.0080321716972635,0.0,0.0,0.007589094587777,-1.5,0.0,0.0,0.0040364317663783,0.0,-0.0210534091978322,0.0,0.0,0.0,0.0,0.0,0.0051109997514462,0.0,-0.0214140945038172,0.0,0.0,-0.0914943311260989,-0.1155700011500169,0.0045641338929369,0.0
2015-09-07,-0.0083333815591437,0.0,-0.0485532254169909,0.0103590531356569,0.0231721001588489,0.0110082755544311,0.0363676441708751,0.0,0.0158733491562896,-0.0723206615796261,-0.0244510958641637,-0.0495969411393719,-0.0465200156348935,0.0,0.0086512533284164,1.0,0.0,0.0,0.0053892639379764,0.0,-0.0215062052209633,0.0,0.0512932943875501,0.0741079721537225,0.0,0.0531098253139488,0.022535051261169,0.0,-0.0487901641694312,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-14,0.0124741742251757,0.0,-0.0883691504500898,0.0045598898805039,-0.0018298266770759,-0.0013694255118608,0.0350913198112694,0.0,0.0156253179030807,-0.0565703514883937,-0.0987815445597837,0.0,-0.02409755157906,0.0,-0.001791513187701,1.0,0.0,0.0,-0.0020542927253792,0.0,-0.0909717782057271,0.0,0.0,0.0,0.0,0.0,0.0137826116526671,0.0,-0.0657513775627807,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-21,0.0,0.0,-0.0219789067187754,0.0024056678416961,-0.0082215954239348,0.0002740351695624,-0.0173917427118688,0.0,-0.007782140442055,-0.0053050522296933,-0.0109891215755952,0.0,0.0,0.0,-0.0040426781616762,-1.0,0.0,0.0,-0.0010777446788559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035602635634059,0.0,-0.0196084713883761,0.0,0.0,0.0,0.0,0.0,0.0
2015-09-28,-0.0082988028146964,0.0,-0.0571584138399483,0.0115025157788082,0.0403439311025586,-0.0213235568186291,0.0,0.0,0.0,-0.0546584125378641,-0.0510025544523733,-0.0214140945038172,-0.0347429484438732,0.0,0.0091846523795293,0.0,0.0,0.0,-0.0175035371066147,0.0,-0.02409755157906,0.0,0.0,0.0,-0.0124225199985579,0.0,0.004504296273323,0.0,-0.0404095383378768,0.0,0.0,0.0716850548716454,0.0550036798728781,0.0081633106391612,0.046520015634893
2015-10-05,0.0,0.0,-0.0298529631496817,-0.0008801267950637,-0.0033441352097369,-0.0044885057589976,-0.035718082602079,0.0,-0.0317486983145798,-0.0169975763685705,-0.0415490029128724,-0.0671393028376279,-0.0518250678645859,0.0,0.0264070796033628,-2.0,0.0,0.0,0.001893656817435,0.0,-0.0500104205746616,0.0,0.0723206615796261,0.0,-0.0125787822068597,0.1062222132553065,0.0015287600913573,0.0,-0.0367495422087413,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-12,-0.0083682496705161,0.0527981855669708,-0.0689928714869507,-0.0041470037814796,0.0021958496824456,-0.0131127769152019,0.0,0.0487901641694321,0.0,-0.046792161506759,-0.0121952730938179,0.0,-0.0269558099885278,0.0444517625708336,0.0186116931670365,0.0,0.0430173850836901,0.0335226920386428,-0.0115168265088971,0.1017826943099429,-0.0259754864032606,0.0,0.0,0.0,0.0125787822068597,0.0,0.007419419557717,0.1278333715098849,-0.0493250665625017,0.0801772803574074,0.1410785982599058,0.0,0.0,0.0,0.0
2015-10-19,0.0,0.0,-0.0065146810211942,-0.0113819475235761,-0.0020911760025459,-0.0125174822511322,0.0,0.0,0.0,-0.0490896101965239,-0.0567975983931328,-0.0522684285457568,0.0,0.0,-0.0070596078841713,0.0,0.0,0.0,-0.0185021034809906,0.0,-0.0822380982369717,0.0,0.0,0.0,-0.0125787822068597,0.0,0.0064236003987794,0.0,-0.0459851132418229,0.0,0.0,0.0,0.0,0.0,0.0
2015-10-26,0.0166670524852126,0.0,0.0065146810211942,-0.011693935543283,0.0029264234931591,-0.0015396461855932,-0.0560894666510436,0.0,-0.0495969411393719,-0.0063091691932646,-0.0196727655987052,-0.0812629640787658,-0.056194558343642,0.0,0.004070707281599,-2.5,0.0,0.0,-0.0068983542543623,0.0,0.0281708769666959,0.0,0.0,0.0,-0.0127390257774298,0.0,0.0030086521378933,0.0,0.0174931574475172,0.0,0.0,0.1145753041665171,0.0763001025793519,-0.0072529783050159,0.0
2015-11-02,0.0123204843880397,0.0,0.0810412100031259,-0.0394958143270933,-0.0101747350739529,-0.0368813867971233,-0.0392207131532815,0.0,-0.0170944333593006,0.0372713947972318,0.0453151962120426,0.0,0.0,0.0,0.0095755599195719,-1.0,0.0,0.0,-0.0462002777188779,0.0,0.0273989741881139,0.0,0.0,0.0,-0.0129034048359075,0.0,-0.0025379531412053,0.0,0.0724550792154223,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-09,0.0,0.0,0.0410614867977736,-0.0089822378594544,-0.0310517453306928,-0.0159133179806136,-0.0408219945202548,0.0,0.0255333020051651,0.0819171224678863,0.0493927553295767,-0.0432499837938165,0.0,0.0,-0.0222707277310174,5.0,0.0,-0.0110498361865847,-0.0275342354454384,0.0,0.0,0.0,0.0,-0.2411620568168881,-0.013072081567353,0.0,-0.0178525299725649,0.0,0.0472528848505451,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-16,-0.0227047936937569,0.0,0.044951387862266,-0.0374481375017961,-0.0283480075450235,-0.0318731534142884,0.0,0.0,-0.0341913647482794,0.0111733005981253,0.0527981855669708,0.0,0.0,0.0,-0.0200126969989451,-2.0,0.0,0.0,-0.0423710378089889,0.0,0.0266682470821617,0.0,0.0,0.0,-0.0266682470821608,0.0,-0.0077911229486247,0.0,0.0253178079842895,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-23,-0.0083857933762736,0.0,-0.005509655810969,-0.0730012322989424,-0.0105725875160604,-0.0414073595382582,-0.042559614418796,0.0,-0.0535842461341062,-0.0055710450494554,-0.0114943794257351,0.0,0.0,0.0,-0.0729615384979496,-3.0,0.0,0.0,-0.0425495243650662,0.0,0.0,0.0,0.0,0.0,-0.0136056520557792,0.0,-0.0543676826954353,0.0,-0.0202027073175194,0.0,0.0,0.0,0.0,0.0,0.0
2015-11-30,-0.0277499129529026,0.0,-0.0055401803756156,-0.0317897573643417,0.0038370434166434,-0.0112052144601602,-0.044451762570834,0.0,-0.056618893999508,0.0,-0.0293276150945205,0.0109891215755952,0.0,0.0,-0.046203209042666,-3.0,0.0,0.0,-0.012059345852565,0.0,-0.0266682470821617,0.0,0.0,0.0,-0.0137933221323356,0.0,-0.0445120120500419,0.0,-0.0258412311838869,0.0,0.0,-0.0486389811621155,-0.0307716586667536,0.0233823602348994,0.0
2015-12-07,-0.013072081567353,0.0,-0.022472855852059,-0.0032901981863915,-0.0248615838375005,0.0094558153697903,-0.070617567213953,0.0,0.0192313619278876,-0.0056022555486698,-0.0302137785964964,0.0,0.0,0.0,-0.0042399365176439,3.0,0.0,0.0,-0.0058997221271877,0.0,-0.0273989741881139,0.0,-0.1105418743998241,0.0,0.0273989741881148,-0.1324245856493311,-0.0033100238432179,0.0,-0.0052493558861437,0.0,0.0,0.0,0.0,0.0,0.0
