dt,Цена на арматуру,CHMF_price,CHMF_volume,MAGN_price,MAGN_volume,NLMK_price,NLMK_volume,Ключевая ставка,Курс $,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",Цена на бензин,Цена на дт,Год,Месяц,Неделя_года,День_недели,День_месяца,Квартал,Цена_lag1,Цена_lag2,Цена_lag4,Скользящее_среднее_4,Скользящее_среднее_8,Разница_скользящее_4,Разница_скользящее_8,Прирост_цены,Сезон_синус,Сезон_косинус
2019-07-15,39800,-22.40000000000009,423670.0,-59.0,5490000.0,-4.420000000000016,5920000.0,0.0,-0.4069000000000002,0.0,-4.0,1127.0,188.0,506.0,-2.0,4.0,0.0,-2.5,-3.0,-3.0,0.0,0.0,0.0,589.0,-1.5,0.0,0.0,461.0,0.0,10.0,0.0,0.0,0.0,-4.0,0.0,-5.0,362.0,0.0,-3.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,29,0,15,3,-200.0,0.0,1200.0,-425.0,-25.0,-475.0,-612.5,-0.0124069478908188,-0.3546048870425356,-0.9350162426854148
2019-07-22,39800,12.400000000000093,352920.0,59.0,3590000.0,1.5999999999999943,2980000.0,0.0,-0.1657999999999972,0.0,-1.0,113.0,16.0,377.0,1.0,1.5,0.0,1.0,-2.0,0.0,5.0,0.0,0.0,355.0,1.0,0.0,0.0,347.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,160.0,0.0,-1.0,0.0,0.0,2.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,30,0,22,3,-500.0,-200.0,-1000.0,-175.0,-50.0,-300.0,-562.5,0.0,-0.464723172043768,-0.8854560256532101
2019-07-29,40200,-27.0,264590.0,-141.0,6820000.0,-4.219999999999999,5670000.0,-0.25,0.3286000000000015,0.0,0.0,516.0,44.0,82.0,-4.0,-1.5,0.0,-4.0,0.0,0.0,0.0,0.0,0.0,16.0,-4.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,-28.0,0.0,0.0,0.0,0.0,0.0,0.0,-310.0,87.0,135.0,-1.0,-5.0,-5.0,2.5,5.0,0.0,0.0,0.0,7,31,0,29,3,0.0,-500.0,0.0,-75.0,0.0,175.0,-162.5,0.0100502512562814,-0.5680647467311556,-0.8229838658936566
2019-08-05,40300,-37.0,1290000.0,-330.0,16810000.0,-5.939999999999998,4410000.0,0.0,0.6768000000000001,-575.0,1.0,164.0,-214.0,-70.0,-1.0,1.5,0.0,-0.5,0.0,0.0,25.0,0.0,-275.0,-27.0,-1.0,-625.0,-375.0,14.0,0.0,0.0,425.0,400.0,0.0,-9.0,760.0,0.0,40.0,-325.0,-2.0,-241.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4499999999999957,-0.3599999999999994,0.0,8,32,0,5,3,400.0,0.0,-200.0,0.0,0.0,275.0,-62.5,0.0024875621890547,-0.663122658240795,-0.7485107481711013
2019-08-12,39200,-22.399999999999977,695700.0,4.0,4760000.0,-2.039999999999992,3620000.0,0.0,1.2959000000000032,0.0,-2.0,111.0,32.0,-151.0,-20.0,-1.5,0.0,-18.0,-4.0,0.0,-5.0,-1.0,0.0,-153.0,-20.0,0.0,0.0,-68.0,0.0,-3.0,0.0,0.0,0.0,-6.0,0.0,0.0,-38.0,0.0,-3.0,0.0,0.0,-4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,33,0,12,3,100.0,400.0,-500.0,-150.0,-287.5,-675.0,-875.0,-0.0272952853598015,-0.7485107481711011,-0.6631226582407952
2019-08-19,38700,-23.600000000000023,1250000.0,-178.0,7460000.0,-3.5999999999999943,4270000.0,0.0,0.760799999999989,0.0,-8.0,-372.0,22.0,-193.0,-7.0,0.0,0.0,-6.0,0.0,-5.0,0.0,0.0,0.0,-327.0,-7.0,0.0,0.0,-188.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,-37.0,0.0,-5.0,0.0,0.0,3.5,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,34,0,19,3,-1100.0,100.0,0.0,-275.0,-225.0,-900.0,-1150.0,-0.0127551020408163,-0.8229838658936564,-0.5680647467311559
2019-08-26,38200,1.0,400370.0,64.0,6370000.0,2.2399999999999807,1980000.0,0.0,-0.2710999999999899,0.0,-10.0,-693.0,-44.0,-323.0,-2.0,0.0,0.0,-2.0,-9.0,-5.0,-5.0,0.0,0.0,-134.0,-2.0,0.0,0.0,-322.0,0.0,-2.0,0.0,0.0,0.0,-3.0,0.0,-2.5,-71.0,0.0,-5.0,0.0,0.0,-6.0,-5.0,692.0,525.0,418.0,4.0,4.0,11.0,-37.5,-30.0,0.0,0.0,0.0,8,35,0,26,3,-500.0,-1100.0,400.0,-500.0,-287.5,-900.0,-1362.5,-0.0129198966408268,-0.8854560256532096,-0.4647231720437691
2019-09-02,37700,56.0,870520.0,224.0,6690000.0,5.560000000000002,3800000.0,0.0,1.1274999999999975,0.0,-8.0,-166.0,51.0,29.0,-3.0,-2.5,0.0,-3.0,-14.0,-10.0,-5.0,-9.0,0.0,-14.0,-3.0,0.0,0.0,-70.0,0.0,-5.0,0.0,0.0,0.0,1.0,0.0,-2.5,-93.0,0.0,-9.0,0.0,0.0,-2.5,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,36,0,2,3,-500.0,-500.0,100.0,-650.0,-325.0,-750.0,-1537.5,-0.013089005235602,-0.9350162426854148,-0.3546048870425359
2019-09-09,36900,-4.7999999999999545,681740.0,-11.0,8320000.0,1.3000000000000114,5540000.0,-0.25,-0.6942999999999984,-600.0,-17.0,-1018.0,151.0,-572.0,6.0,-22.5,0.0,2.0,-18.0,-19.0,-15.0,-3.0,-425.0,-823.0,6.0,-675.0,0.0,-727.0,0.0,-10.0,250.0,-375.0,0.0,0.0,-1120.0,-12.5,-872.0,-500.0,-17.0,-298.0,0.0,-15.0,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,37,0,9,3,-500.0,-500.0,-1100.0,-575.0,-362.5,-975.0,-1975.0,-0.0212201591511936,-0.970941817426052,-0.2393156642875577
2019-09-16,36200,1.7999999999999543,1380000.0,48.0,7860000.0,-0.0999999999999943,4960000.0,0.0,-0.8619000000000057,0.0,-12.0,42.0,29.0,-353.0,5.0,0.0,0.0,0.0,-13.0,-14.0,-5.0,-15.0,0.0,-37.0,4.0,0.0,0.0,-257.0,0.0,-5.0,0.0,0.0,0.0,-4.0,0.0,-5.0,-81.0,0.0,-13.0,0.0,0.0,0.0,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,38,0,16,3,-800.0,-500.0,-500.0,-625.0,-450.0,-1050.0,-2225.0,-0.018970189701897,-0.992708874098054,-0.1205366802553235
2019-09-23,35000,-45.39999999999998,818040.0,-116.0,5960000.0,-6.5,6230000.0,0.0,-0.9710000000000036,0.0,-8.0,-506.0,-251.0,-145.0,0.0,-8.5,0.0,3.5,-7.0,-12.0,-5.0,-17.0,0.0,-241.0,0.0,0.0,0.0,-299.0,0.0,-5.0,0.0,0.0,0.0,-7.0,0.0,-2.5,-219.0,0.0,-7.0,0.0,0.0,-17.5,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,39,0,23,3,-700.0,-800.0,-500.0,-800.0,-650.0,-1450.0,-2775.0,-0.0331491712707182,-1.0,-1.8369701987210287e-16
2019-09-30,34200,-21.399999999999977,968680.0,-124.0,6630000.0,-0.1800000000000068,3700000.0,0.0,0.0688999999999993,0.0,-6.0,-233.0,-432.0,-615.0,-4.0,-11.5,0.0,1.5,-8.0,-8.0,-20.0,-2.0,0.0,-354.0,-3.5,0.0,0.0,-638.0,0.0,-15.0,0.0,0.0,0.0,-5.0,0.0,-7.5,-104.0,0.0,-8.0,0.0,0.0,-17.5,-15.0,-1004.0,-683.0,122.0,-3.0,-7.0,-16.0,0.0,-22.0,0.1000000000000014,0.1099999999999994,0.0,9,40,0,30,3,-1200.0,-700.0,-500.0,-875.0,-762.5,-1375.0,-2812.5,-0.0228571428571429,-0.992708874098054,0.1205366802553232
2019-10-07,33500,-53.200000000000045,1590000.0,-216.0,7610000.0,-10.800000000000011,8410000.0,0.0,0.842400000000012,-1125.0,0.0,-863.0,-438.0,-293.0,3.0,-10.0,-1075.0,3.0,1.0,2.0,-5.0,-13.0,-525.0,-566.0,3.0,-775.0,-625.0,-318.0,-1350.0,0.0,-1250.0,-1175.0,-1100.0,8.0,-1775.0,0.0,-502.0,-1625.0,2.0,-1010.0,-500.0,-2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,41,0,7,4,-800.0,-1200.0,-800.0,-850.0,-712.5,-1225.0,-2800.0,-0.0204678362573099,-0.970941817426052,0.2393156642875573
2019-10-14,33300,1.0,693820.0,-38.0,12410000.0,-2.359999999999985,5110000.0,0.0,-0.3896000000000015,0.0,8.0,-533.0,87.0,-473.0,-1.0,-2.5,0.0,-1.0,7.0,10.0,-5.0,-3.0,0.0,-311.0,-1.0,0.0,0.0,-173.0,0.0,-20.0,0.0,0.0,0.0,2.0,0.0,0.0,-461.0,0.0,6.0,0.0,0.0,-12.5,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,42,0,14,4,-700.0,-800.0,-700.0,-725.0,-675.0,-700.0,-2325.0,-0.0059701492537312,-0.9350162426854148,0.3546048870425355
2019-10-21,33500,-10.0,1290000.0,-63.0,7980000.0,-2.460000000000008,6410000.0,0.0,-0.7272000000000105,0.0,9.0,-47.0,-75.0,-106.0,-5.0,2.5,0.0,-5.0,10.0,6.0,5.0,0.0,0.0,-234.0,-5.0,0.0,0.0,-108.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,10.0,-437.0,0.0,8.0,0.0,0.0,7.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,43,0,21,4,-200.0,-700.0,-1200.0,-375.0,-587.5,-125.0,-1537.5,0.006006006006006,-0.8854560256532101,0.464723172043768
2019-10-28,33300,15.0,1380000.0,18.0,10650000.0,-2.140000000000001,5690000.0,-0.5,-0.1543999999999954,0.0,9.0,17.0,-365.0,-74.0,-1.0,3.5,0.0,0.0,12.0,10.0,5.0,6.0,0.0,-125.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,-2.0,0.0,10.0,-95.0,0.0,9.0,0.0,0.0,12.0,2.5,-1890.0,-1234.0,-833.0,-4.0,-24.0,-30.0,0.0,-5.0,0.0,0.0,0.0,10,44,0,28,4,200.0,-200.0,-800.0,-225.0,-550.0,-100.0,-1187.5,-0.0059701492537312,-0.822983865893657,0.5680647467311548
2019-11-04,33800,7.2000000000000455,631550.0,90.0,7830000.0,1.6800000000000068,5160000.0,0.0,-0.0852000000000003,0.0,5.0,164.0,-1542.0,-142.0,-2.0,3.5,0.0,0.0,2.0,5.0,0.0,10.0,0.0,-727.0,-3.0,0.0,0.0,-294.0,0.0,5.0,0.0,0.0,0.0,-6.0,0.0,2.5,-992.0,0.0,5.0,0.0,0.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1400000000000005,-0.1799999999999997,0.0,11,45,0,4,4,-200.0,200.0,-700.0,75.0,-387.5,325.0,-300.0,0.015015015015015,-0.7485107481711011,0.6631226582407952
2019-11-11,33500,1.7999999999999543,1910000.0,103.0,10570000.0,2.799999999999997,5460000.0,0.0,-0.0450000000000017,225.0,8.0,283.0,121.0,-271.0,-3.0,7.0,0.0,-1.0,8.0,6.0,5.0,7.0,-25.0,288.0,-1.0,0.0,0.0,-176.0,0.0,8.0,-15.0,-200.0,0.0,-10.0,-75.0,5.0,-87.0,0.0,5.0,0.0,0.0,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,46,0,11,4,500.0,-200.0,-200.0,50.0,-337.5,-25.0,-262.5,-0.0088757396449704,-0.6631226582407955,0.7485107481711007
2019-11-18,32300,-11.0,1270000.0,-16.0,10550000.0,-2.219999999999999,4680000.0,0.0,0.4802999999999997,0.0,2.0,-232.0,-213.0,54.0,0.0,-1.5,0.0,3.0,2.0,2.0,0.0,5.0,0.0,94.0,0.0,0.0,0.0,11.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,19.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,47,0,18,4,-300.0,500.0,200.0,-300.0,-337.5,-925.0,-1125.0,-0.035820895522388,-0.5680647467311559,0.8229838658936564
2019-11-25,32200,33.0,1660000.0,94.0,8990000.0,4.180000000000007,5450000.0,0.0,-0.3670999999999935,0.0,-1.0,150.0,-696.0,274.0,4.0,7.5,0.0,2.5,4.0,2.0,10.0,5.0,0.0,277.0,4.0,0.0,0.0,387.0,0.0,3.0,0.0,0.0,0.0,-2.0,0.0,5.0,46.0,0.0,1.0,0.0,0.0,3.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,48,0,25,4,-1200.0,-300.0,-200.0,-275.0,-250.0,-750.0,-975.0,-0.0030959752321981,-0.4647231720437684,0.88545602565321
2019-12-02,31800,-32.0,2000000.0,56.0,9160000.0,0.6200000000000045,12200000.0,0.0,0.2574999999999932,0.0,6.0,392.0,607.0,206.0,2.0,5.0,0.0,0.0,-1.0,4.0,5.0,0.0,0.0,375.0,2.0,0.0,0.0,270.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,602.0,0.0,4.0,0.0,0.0,3.5,5.0,-98.0,-42.0,-155.0,-2.0,3.0,-2.0,0.0,-1.5,0.0,0.0,0.0,12,49,0,2,4,-100.0,-1200.0,500.0,-500.0,-212.5,-650.0,-1162.5,-0.0124223602484472,-0.3546048870425359,0.9350162426854148
2019-12-09,31100,6.600000000000023,775750.0,-19.0,7680000.0,1.3199999999999932,4110000.0,0.0,-0.286999999999999,0.0,15.0,247.0,632.0,241.0,1.0,7.5,0.0,0.0,12.0,16.0,5.0,7.0,0.0,464.0,0.0,0.0,0.0,193.0,0.0,2.0,-85.0,-325.0,0.0,3.0,-600.0,10.0,477.0,0.0,19.0,0.0,0.0,2.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,50,0,9,4,-400.0,-100.0,-300.0,-600.0,-275.0,-750.0,-1587.5,-0.0220125786163521,-0.2393156642875578,0.970941817426052
2019-12-16,30600,31.399999999999977,1020000.0,226.0,12790000.0,6.319999999999993,7700000.0,-0.25,-0.5877999999999943,0.0,12.0,202.0,-163.0,660.0,5.0,4.5,0.0,4.0,18.0,13.0,0.0,13.0,0.0,122.0,5.0,0.0,0.0,378.0,0.0,7.0,0.0,0.0,0.0,-2.0,0.0,5.0,153.0,0.0,12.0,0.0,0.0,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,51,0,16,4,-700.0,-400.0,-1200.0,-425.0,-362.5,-825.0,-1725.0,-0.0160771704180063,-0.1205366802553236,0.992708874098054
